file,arch,label,build target (valid if label is build_dir)
drivers/gpu/drm/amd/amdgpu/amdgpu_amdkfd_arcturus.c,arm,cant_build,
drivers/gpu/drm/amd/amdgpu/amdgpu_amdkfd_fence.c,arm,cant_build,
drivers/gpu/drm/amd/amdgpu/amdgpu_amdkfd_gfx_v10_3.c,arm,cant_build,
drivers/gpu/drm/amd/amdgpu/amdgpu_amdkfd_gpuvm.c,arm,cant_build,
drivers/gpu/drm/amd/amdgpu/amdgpu_reset.c,x86_64,header,
drivers/gpu/drm/amd/amdgpu/amdgpu_reset.c,arm,header,
drivers/gpu/drm/amd/amdkfd/cik_event_interrupt.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/cik_event_interrupt.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_chardev.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_chardev.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_crat.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_crat.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_dbgdev.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_dbgdev.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_debugfs.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_debugfs.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_device_queue_manager.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_device_queue_manager.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_device.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_device.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_flat_memory.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_flat_memory.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_int_process_v9.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_int_process_v9.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_iommu.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_iommu.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_cik.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_cik.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_v10.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_v10.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_v9.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_v9.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_vi.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_vi.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_packet_manager_v9.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_packet_manager_v9.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_packet_manager_vi.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_packet_manager_vi.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_packet_manager.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_packet_manager.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_process_queue_manager.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_process_queue_manager.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_process.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_process.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_smi_events.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_smi_events.c,arm,cant_build,
drivers/gpu/drm/amd/amdkfd/kfd_topology.c,x86_64,builds_dir,drivers/gpu/drm/amd/amdgpu/
drivers/gpu/drm/amd/amdkfd/kfd_topology.c,arm,cant_build,
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_crc.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_crc.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_debugfs.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_debugfs.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_hdcp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_hdcp.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_helpers.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_helpers.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_irq.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_irq.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_mst_types.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_mst_types.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_pp_smu.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_pp_smu.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/basics/dc_common.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/basics/dc_common.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/bios/bios_parser_helper.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/bios/bios_parser_helper.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/bios/bios_parser2.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/bios/bios_parser2.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/bios/command_table.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/bios/command_table.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/bios/command_table2.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/bios/command_table2.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/calcs/dce_calcs.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/calcs/dce_calcs.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/clk_mgr/clk_mgr.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/clk_mgr/clk_mgr.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn20/dcn20_clk_mgr.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn20/dcn20_clk_mgr.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn21/rn_clk_mgr.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn21/rn_clk_mgr.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn30/dcn30_clk_mgr.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn30/dcn30_clk_mgr.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn301/dcn301_smu.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn301/dcn301_smu.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn301/vg_clk_mgr.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn301/vg_clk_mgr.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/core/dc_link_ddc.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_link_ddc.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_link_dp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_link_dp.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_link_enc_cfg.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_link_enc_cfg.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_link_hwss.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_link_hwss.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_link.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_link.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_resource.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_resource.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_stat.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc_stat.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/core/dc.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dc_dmub_srv.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dc_dmub_srv.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_abm.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_abm.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_aux.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_aux.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_clock_source.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_clock_source.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_dmcu.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_dmcu.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_opp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dce_opp.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dmub_abm.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dmub_abm.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dmub_outbox.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dmub_outbox.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dmub_psr.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce/dmub_psr.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce110/dce110_hw_sequencer.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce110/dce110_hw_sequencer.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce110/dce110_resource.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce110/dce110_resource.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce80/dce80_resource.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dce80/dce80_resource.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_hubp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_hubp.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_hw_sequencer.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_hw_sequencer.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_init.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_init.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_link_encoder.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_link_encoder.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_optc.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_optc.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_resource.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_resource.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_stream_encoder.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn10/dcn10_stream_encoder.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_dccg.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_dccg.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_hubp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_hubp.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_hwseq.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_hwseq.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_init.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_init.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_link_encoder.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_link_encoder.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_optc.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_optc.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_resource.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_resource.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn21/dcn21_hubp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn21/dcn21_hubp.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn21/dcn21_hwseq.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn21/dcn21_hwseq.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn21/dcn21_init.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn21/dcn21_init.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn21/dcn21_resource.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn21/dcn21_resource.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_cm_common.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_cm_common.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_dio_stream_encoder.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_dio_stream_encoder.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_dpp_cm.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_dpp_cm.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_dpp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_dpp.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_dwb_cm.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_dwb_cm.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_hubp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_hubp.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_hwseq.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_hwseq.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_init.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_init.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_mpc.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_mpc.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_resource.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn30/dcn30_resource.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn301/dcn301_init.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn301/dcn301_init.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn301/dcn301_resource.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn301/dcn301_resource.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dcn302/dcn302_resource.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dcn302/dcn302_resource.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/dcn20/display_mode_vba_20.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/dcn20/display_mode_vba_20.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/dcn20/display_mode_vba_20v2.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/dcn20/display_mode_vba_20v2.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/dcn20/display_rq_dlg_calc_20.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/dcn20/display_rq_dlg_calc_20.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/dcn20/display_rq_dlg_calc_20v2.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/dcn20/display_rq_dlg_calc_20v2.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/dcn21/display_rq_dlg_calc_21.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/dcn21/display_rq_dlg_calc_21.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/dcn30/display_mode_vba_30.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/dcn30/display_mode_vba_30.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/dcn30/display_rq_dlg_calc_30.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/dcn30/display_rq_dlg_calc_30.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/display_mode_lib.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/display_mode_lib.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/display_mode_vba.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/display_mode_vba.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dml/dml1_display_rq_dlg_calc.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dml/dml1_display_rq_dlg_calc.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/dsc/dc_dsc.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/dsc/dc_dsc.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/gpio/dce110/hw_factory_dce110.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/gpio/dce110/hw_factory_dce110.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/hdcp/hdcp_msg.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/hdcp/hdcp_msg.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/irq/dcn20/irq_service_dcn20.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/irq/dcn20/irq_service_dcn20.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/irq/dcn21/irq_service_dcn21.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/irq/dcn21/irq_service_dcn21.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/irq/dcn30/irq_service_dcn30.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/irq/dcn30/irq_service_dcn30.c,arm,cant_build,
drivers/gpu/drm/amd/display/dc/irq/dcn302/irq_service_dcn302.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dc/irq/dcn302/irq_service_dcn302.c,arm,cant_build,
drivers/gpu/drm/amd/display/dmub/src/dmub_dcn20.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dmub/src/dmub_dcn20.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dmub/src/dmub_dcn30.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dmub/src/dmub_dcn30.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dmub/src/dmub_srv_stat.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dmub/src/dmub_srv_stat.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dmub/src/dmub_srv.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/dmub/src/dmub_srv.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/color/color_gamma.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/color/color_gamma.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/freesync/freesync.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/freesync/freesync.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp_psp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp_psp.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp1_execution.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp1_execution.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp1_transition.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp1_transition.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp2_execution.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp2_execution.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp2_transition.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/display/modules/hdcp/hdcp2_transition.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/amdgpu_dpm.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/amdgpu_dpm.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/amdgpu_pm.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/amdgpu_pm.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/powerplay/amd_powerplay.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/powerplay/amd_powerplay.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/powerplay/hwmgr/smu10_hwmgr.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/powerplay/hwmgr/smu10_hwmgr.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/powerplay/hwmgr/smu7_hwmgr.c,x86_64,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/powerplay/hwmgr/smu7_hwmgr.c,arm,builds_dir,drivers/gpu/drm/
drivers/gpu/drm/amd/pm/powerplay/hwmgr/smu8_hwmgr.c,x86_64,builds_dir,drivers/gpu/drm/
